"","cellid","coretype","primary","secondary"
"848","Nd12181433","Core","Ndnf Cxcl14","0"
"849","Nd12181434","Core","Ndnf Car4","0"
"850","Nd12181435","Core","Ndnf Cxcl14","0"
"851","Nd12181436","Core","Ndnf Car4","0"
"852","Nd12181437","Core","Ndnf Cxcl14","0"
"853","Nd12181438","Core","Ndnf Car4","0"
"854","Nd12181439","Core","Ndnf Car4","0"
"855","P01241401","Core","Pvalb Gpx3","0"
"856","P01241402","Transition","Pvalb Rspo2","Pvalb Gpx3"
"857","P01241403","Core","Pvalb Gpx3","0"
"858","P01241404","Core","Pvalb Gpx3","0"
"859","P01241405","Core","Pvalb Tacr3","0"
"860","P01241406","Core","Pvalb Gpx3","0"
"861","P01241407","Core","Pvalb Gpx3","0"
"862","P01241408","Transition","Sst Tacstd2","Pvalb Rspo2"
"863","P12081420","Core","Pvalb Gpx3","0"
"864","P12081421","Core","Pvalb Gpx3","0"
"865","P12081422","Core","Pvalb Gpx3","0"
"866","P12081423","Core","Pvalb Tpbg","0"
"867","P12081424","Transition","Pvalb Rspo2","Pvalb Gpx3"
"868","P12081425","Core","Pvalb Gpx3","0"
"869","P12081426","Core","Vip Mybpc1","0"
"870","P12081427","Core","Pvalb Cpne5","0"
"871","P12081428","Core","Pvalb Wt1","0"
"872","P12081429","Core","Pvalb Wt1","0"
"873","P12081430","Core","Pvalb Cpne5","0"
"874","P12081431","Transition","Pvalb Gpx3","Pvalb Obox3"
"875","P12081432","Transition","Pvalb Rspo2","Pvalb Gpx3"
"876","P12081433","Core","Pvalb Tpbg","0"
"877","P12081434","Core","Pvalb Tacr3","0"
"878","P12081435","Core","Pvalb Gpx3","0"
"879","P12081436","Core","Pvalb Gpx3","0"
"880","P12081437","Core","Pvalb Tacr3","0"
"881","P12081438","Core","Pvalb Gpx3","0"
"882","P12081439","Core","Pvalb Rspo2","0"
"883","P12081440","Core","Pvalb Cpne5","0"
"884","P14042509","Core","Pvalb Gpx3","0"
"885","P14042510","Core","Pvalb Cpne5","0"
"886","P14042511","Core","Pvalb Tacr3","0"
"887","P14042513","Core","Pvalb Gpx3","0"
"888","P14042514","Core","Pvalb Gpx3","0"
"889","P14042515","Core","Pvalb Gpx3","0"
"890","P14042516","Transition","Pvalb Gpx3","Pvalb Tacr3"
"891","P14042517","Core","Pvalb Gpx3","0"
"892","P14042518","Core","Pvalb Gpx3","0"
"893","P14042519","Core","Pvalb Rspo2","0"
"894","P14042520","Core","Pvalb Gpx3","0"
"895","P14042521","Core","Pvalb Obox3","0"
"896","P14042522","Core","Pvalb Gpx3","0"
"897","P14042523","Core","Pvalb Gpx3","0"
"898","P14042524","Core","Pvalb Gpx3","0"
"899","Q02271447","Core","L5 Hsd11b1","0"
"900","Q02271448","Transition","L5a Tcerg1l","L5 Hsd11b1"
"901","Q02271449","Core","L5 Hsd11b1","0"
"902","Q02271450","Core","L5 Hsd11b1","0"
"903","Q02271451","Core","L5 Hsd11b1","0"
"904","Q06061425","Transition","L5 Hsd11b1","L4 Scnn1a"
"905","Q06061426","Core","L5 Hsd11b1","0"
"906","Q06061427","Core","L5 Hsd11b1","0"
"907","Q06061428","Core","L5 Hsd11b1","0"
"908","Q06061429","Core","L5 Hsd11b1","0"
"909","Q06061431","Core","L5 Hsd11b1","0"
"910","Q06061432","Core","L5 Hsd11b1","0"
"911","Q08041410","Transition","L5a Tcerg1l","L5 Hsd11b1"
"912","Q08041411","Core","L4 Arf5","0"
"913","Q08041412","Core","L5 Hsd11b1","0"
"914","Q08041413","Transition","L4 Arf5","L4 Scnn1a"
"915","Q08041414","Core","L4 Scnn1a","0"
"916","Q08041415","Transition","L5 Hsd11b1","L4 Scnn1a"
"917","Q08041416","Core","L5 Hsd11b1","0"
"918","R01241409","Core","L5 Ucma","0"
"919","R01241410","Core","L5a Batf3","0"
"920","R01241411","Transition","L5 Ucma","L5a Batf3"
"921","R01241412","Core","L5a Batf3","0"
"922","R01241413","Core","L5a Batf3","0"
"923","R01241414","Core","L5a Batf3","0"
"924","R01241415","Core","L5b Chrna6","0"
"925","R01241416","Core","L5b Tph2","0"
"926","R02131501","Core","L5b Chrna6","0"
"927","R02131503","Core","L5 Ucma","0"
"928","R02131504","Core","L5a Tcerg1l","0"
"929","R02131505","Core","L5b Chrna6","0"
"930","R02131506","Core","L5a Tcerg1l","0"
"931","R02131507","Core","L5a Tcerg1l","0"
"932","R02131508","Transition","L5b Cdh13","L5b Tph2"
"933","R02131509","Core","L4 Ctxn3","0"
"934","R02131510","Core","L5b Tph2","0"
"935","R02131511","Transition","L5a Tcerg1l","L5 Hsd11b1"
"936","R02131512","Core","L5 Hsd11b1","0"
"937","R02131513","Core","L5a Batf3","0"
"938","R02131514","Core","L5b Cdh13","0"
"939","R02131515","Core","L6a Car12","0"
"940","R02131516","Core","L5 Ucma","0"
"941","R02131517","Core","L5a Tcerg1l","0"
"942","R02131518","Core","L5a Batf3","0"
"943","R02131519","Core","L5a Batf3","0"
"944","R02131520","Core","L5b Chrna6","0"
"945","R02131521","Transition","L5a Tcerg1l","L5 Hsd11b1"
"946","R02131522","Core","L5 Hsd11b1","0"
"947","R02131523","Core","L5 Ucma","0"
"948","R02131524","Transition","L6a Car12","L6a Syt17"
"949","R02131525","Core","L6a Syt17","0"
"950","R02131526","Core","L5b Tph2","0"
"951","R02131528","Core","L5 Hsd11b1","0"
"952","R02131529","Core","L5 Hsd11b1","0"
"953","R02131530","Core","L5 Hsd11b1","0"
"954","R02131531","Core","L5 Hsd11b1","0"
"955","R02131532","Core","L5b Chrna6","0"
"956","R02131533","Core","L5b Cdh13","0"
"957","R02131534","Core","L6a Syt17","0"
"958","R02131535","Core","L5a Pde1c","0"
"959","R02131536","Core","L5b Cdh13","0"
"960","R02131537","Core","L5b Cdh13","0"
"961","R02131538","Core","L5 Ucma","0"
"962","R02131539","Transition","L5b Tph2","L5b Cdh13"
"963","R02131540","Core","L5b Cdh13","0"
"964","R05081401m","Core","Oligo Opalin","0"
"965","R05081402m","Core","Micro Ctss","0"
"966","R05081403m","Core","Micro Ctss","0"
"967","R05081404m","Core","Micro Ctss","0"
"968","R05081405m","Core","OPC Pdgfra","0"
"969","R05081406m","Core","OPC Pdgfra","0"
"970","R05081407m","Core","Oligo Opalin","0"
"971","R05081408m","Core","L4 Arf5","0"
"972","R05081409m","Core","OPC Pdgfra","0"
"973","R05081410m","Core","Micro Ctss","0"
"974","R05081411m","Core","Oligo 9630013A20Rik ","0"
"975","R05081412m","Core","Oligo Opalin","0"
"976","R05081413m","Core","OPC Pdgfra","0"
"977","R05081414m","Core","Micro Ctss","0"
"978","R05081415m","Core","Oligo Opalin","0"
"979","R05081416m","Core","Micro Ctss","0"
"980","R05081418m","Core","OPC Pdgfra","0"
"981","R05081419m","Core","Oligo Opalin","0"
"982","R05081420m","Core","Micro Ctss","0"
"983","R05081421m","Core","OPC Pdgfra","0"
"984","R05081422m","Core","Micro Ctss","0"
"985","R05081423m","Core","Micro Ctss","0"
"986","R05081424m","Core","Micro Ctss","0"
"987","R05081425","Core","L5 Ucma","0"
"988","R05081426","Core","L5b Tph2","0"
"989","R05081427","Core","L5b Chrna6","0"
"990","R05081430","Core","L5a Batf3","0"
"991","R05081431","Core","Pvalb Tacr3","0"
"992","R05081432","Core","L5b Tph2","0"
"993","R05081433","Transition","L5 Ucma","L5a Tcerg1l"
"994","R05081434","Core","L5b Cdh13","0"
"995","R05081435","Transition","L5a Batf3","L5a Pde1c"
"996","R05081436","Core","L5a Batf3","0"
"997","R05081437","Core","L5b Tph2","0"
"998","R05081438","Core","L5a Batf3","0"
"999","R05081439","Transition","L5a Tcerg1l","L4 Arf5"
"1000","R05081440","Core","L5b Cdh13","0"
"1001","R05081441","Transition","L5 Hsd11b1","L4 Arf5"
"1002","R05081442","Transition","L4 Ctxn3","L4 Scnn1a"
"1003","R05081443","Core","L5a Batf3","0"
"1004","R05081444","Core","L5b Tph2","0"
"1005","R05081445","Core","L5a Batf3","0"
"1006","R05081446","Core","L5a Batf3","0"
"1007","R05081447","Core","L5a Tcerg1l","0"
"1008","R05081448","Core","L5b Cdh13","0"
"1009","R06111401","Core","L5a Batf3","0"
"1010","R06111402","Core","L5b Cdh13","0"
"1011","R06111403","Core","L5a Batf3","0"
"1012","R06111404","Core","L5b Tph2","0"
"1013","R06111405","Core","L5b Cdh13","0"
"1014","R06111406","Core","L5b Tph2","0"
"1015","R06111407","Core","L5b Tph2","0"
"1016","R06111408","Core","L5b Cdh13","0"
"1017","R06111409","Core","L5b Tph2","0"
"1018","R06111410","Core","L5 Hsd11b1","0"
"1019","R06111411","Core","L5a Batf3","0"
"1020","R06111412","Core","L5b Cdh13","0"
"1021","R06111413","Core","L5b Tph2","0"
"1022","R06111414","Core","L5b Cdh13","0"
"1023","R06111415","Transition","L4 Scnn1a","L4 Ctxn3"
"1024","R06111416","Core","L5b Tph2","0"
"1025","R06111417","Core","L5a Batf3","0"
"1026","R06111418","Transition","L5a Batf3","L5a Tcerg1l"
"1027","R06111419","Core","L5b Tph2","0"
"1028","R06111420","Transition","L5a Tcerg1l","L5a Batf3"
"1029","R06111421","Core","L5b Cdh13","0"
"1030","R06111422","Core","L5b Cdh13","0"
"1031","R06111423","Transition","L5b Tph2","L5b Cdh13"
"1032","R06111424","Core","L5a Batf3","0"
"1033","R06111425","Core","L5b Tph2","0"
"1034","R06111426","Core","L5a Batf3","0"
"1035","R06111427","Core","L5b Tph2","0"
"1036","R06111428","Core","L5a Batf3","0"
"1037","R06111429","Core","L5a Batf3","0"
"1038","R06111430","Transition","L6a Mgp","L6a Sla"
"1039","R06111431","Core","L5 Ucma","0"
"1040","R06111432","Core","L5b Cdh13","0"
"1041","R06111433","Core","L5b Tph2","0"
"1042","R06111434","Core","L5 Ucma","0"
"1043","R06111435","Core","L5 Ucma","0"
"1044","R06111436","Core","L5a Batf3","0"
"1045","R06111437","Core","L5a Pde1c","0"
"1046","R06111438","Core","L5b Cdh13","0"
"1047","R06111439","Core","L5b Tph2","0"
"1048","R06111440","Transition","L5a Tcerg1l","L5a Batf3"
"1049","R07161401","Core","L5b Cdh13","0"
"1050","R07161402","Core","L5b Cdh13","0"
"1051","R07161403","Core","L5a Batf3","0"
"1052","R07161404","Core","L5a Batf3","0"
"1053","R07161405","Core","L5b Chrna6","0"
"1054","R07161406","Core","L5b Cdh13","0"
"1055","R07161407","Core","L5a Batf3","0"
"1056","R07161408","Core","L5a Batf3","0"
"1057","R07161409","Transition","L5b Cdh13","L5b Tph2"
"1058","R07161410","Core","L5b Cdh13","0"
"1059","R07161411","Core","L5b Tph2","0"
"1060","R07161412","Core","L5b Chrna6","0"
"1061","R07161413","Transition","L5a Tcerg1l","L5 Hsd11b1"
"1062","R07161414","Core","L5a Tcerg1l","0"
"1063","R07161415","Core","L6a Sla","0"
"1064","R07161416","Core","L5b Cdh13","0"
"1065","R14042101","Core","L5a Tcerg1l","0"
"1066","R14042102","Core","Sst Myh8","0"
"1067","R14042103","Core","L5b Cdh13","0"
"1068","R14042104","Core","L5b Cdh13","0"
"1069","R14042105","Core","L5a Batf3","0"
"1070","R14042106","Core","L5b Tph2","0"
"1071","R14042107","Core","L5b Cdh13","0"
"1072","R14042108","Core","L5a Tcerg1l","0"
"1073","R14042109","Core","L5a Tcerg1l","0"
"1074","R14042113","Transition","L5a Tcerg1l","L5a Batf3"
"1075","R14042118","Core","L5a Batf3","0"
"1076","R14042119","Core","L5 Hsd11b1","0"
"1077","R14042120","Core","L5a Batf3","0"
"1078","R14042121","Core","L5b Cdh13","0"
"1079","R14042122","Core","L5a Tcerg1l","0"
"1080","R14042123","Core","L5b Cdh13","0"
"1081","R14042124","Core","L5a Pde1c","0"
"1082","R14042125","Transition","L4 Ctxn3","L5 Ucma"
"1083","R14042126","Transition","L5a Tcerg1l","L5a Batf3"
"1084","R14042127","Transition","L5 Hsd11b1","L4 Scnn1a"
"1085","R14042128","Core","L5a Tcerg1l","0"
"1086","R14042129","Core","L5a Tcerg1l","0"
"1087","R14042130","Transition","L5a Pde1c","L5a Batf3"
"1088","R14042131","Core","L5b Cdh13","0"
"1089","R14042132","Core","L5b Tph2","0"
"1090","R14042133","Core","L5a Batf3","0"
"1091","R14042134","Core","L5b Tph2","0"
"1092","R14042135","Core","L5b Cdh13","0"
"1093","R14042136","Core","L5a Tcerg1l","0"
"1094","R14042137","Core","L5a Batf3","0"
"1095","R14042138","Core","L5 Ucma","0"
"1096","R14042139","Core","L5a Batf3","0"
"1097","R14042140","Core","L6a Sla","0"
"1098","R14042149","Core","L5 Hsd11b1","0"
"1099","R14042150","Core","L5a Batf3","0"
"1100","R14042151","Core","L6a Sla","0"
"1101","R14042152","Core","L6a Sla","0"
"1102","R14042153","Core","L5a Batf3","0"
"1103","R14042154","Transition","L6a Sla","L6a Mgp"
"1104","R14042155","Core","L5 Hsd11b1","0"
"1105","R14042156","Transition","L5a Tcerg1l","L5b Cdh13"
"1106","R14042501","Core","L5a Batf3","0"
"1107","R14042502","Core","L5a Batf3","0"
"1108","R14042503","Core","L5a Batf3","0"
"1109","R14042504","Core","L5b Cdh13","0"
"1110","R14042505","Transition","L6a Car12","L4 Ctxn3"
"1111","R14042506","Transition","L5 Ucma","L4 Ctxn3"
"1112","R14042507","Core","L5 Ucma","0"
"1113","R14042508","Core","L5a Batf3","0"
"1114","S02271426","Transition","L5 Hsd11b1","L5a Tcerg1l"
"1115","S02271427","Transition","L4 Arf5","L4 Scnn1a"
"1116","S02271428","Core","L4 Scnn1a","0"
"1117","S02271429","Core","L4 Scnn1a","0"
"1118","S02271430","Core","L5 Hsd11b1","0"
"1119","S02271431","Core","L4 Scnn1a","0"
"1120","S02271432","Core","L4 Scnn1a","0"
"1121","S06041401","Core","L4 Scnn1a","0"
"1122","S06041402","Transition","L4 Ctxn3","L4 Scnn1a"
"1123","S06041403","Core","L4 Scnn1a","0"
"1124","S06041404","Core","L4 Scnn1a","0"
"1125","S06041405","Core","L4 Arf5","0"
"1126","S06041406","Core","L4 Arf5","0"
"1127","S06041408","Core","L4 Scnn1a","0"
"1128","S06041409","Transition","L4 Scnn1a","L4 Ctxn3"
"1129","S06041410","Transition","L4 Scnn1a","L4 Ctxn3"
"1130","S06041411","Core","L4 Scnn1a","0"
"1131","S06041412","Core","L4 Arf5","0"
"1132","S06041413","Core","L5 Hsd11b1","0"
"1133","S06041414","Core","L4 Scnn1a","0"
"1134","S06041415","Core","L4 Arf5","0"
"1135","S06041416","Core","L5 Hsd11b1","0"
"1136","S06051401","Core","L4 Scnn1a","0"
"1137","S06051402","Core","L4 Ctxn3","0"
"1138","S06051404","Core","L4 Scnn1a","0"
"1139","S06051405","Core","L4 Scnn1a","0"
"1140","S06051406","Core","L4 Scnn1a","0"
"1141","S06051407","Core","L5 Hsd11b1","0"
"1142","S06051408","Core","L4 Scnn1a","0"
"1143","S06051409","Core","L4 Arf5","0"
"1144","S06051410","Core","L4 Scnn1a","0"
"1145","S06051411","Transition","L5 Hsd11b1","L4 Scnn1a"
"1146","S06051412","Core","L4 Scnn1a","0"
"1147","S06051413","Core","L4 Scnn1a","0"
"1148","S06051414","Core","L4 Scnn1a","0"
"1149","S06051415","Transition","L4 Scnn1a","L4 Ctxn3"
"1150","S06051416","Core","L4 Scnn1a","0"
"1151","S06051417","Transition","L4 Arf5","L4 Scnn1a"
"1152","S06051418","Core","L5 Hsd11b1","0"
"1153","S06051419","Core","L4 Arf5","0"
"1154","S06051420","Core","L4 Scnn1a","0"
"1155","S06051421","Core","L4 Arf5","0"
"1156","S06051422","Transition","L4 Arf5","L4 Scnn1a"
"1157","S06051423","Core","L4 Scnn1a","0"
"1158","S06051425","Transition","L4 Scnn1a","L4 Ctxn3"
"1159","S06051426","Core","L4 Scnn1a","0"
"1160","S06051427","Core","L4 Scnn1a","0"
"1161","S06051428","Core","L4 Scnn1a","0"
"1162","S06051429","Transition","L4 Ctxn3","L4 Scnn1a"
"1163","S06051430","Core","L4 Arf5","0"
"1164","S06051431","Core","L5 Hsd11b1","0"
"1165","S06051433","Transition","L4 Scnn1a","L4 Ctxn3"
"1166","S06051434","Core","L4 Scnn1a","0"
"1167","S06051435","Core","L4 Arf5","0"
"1168","S06051437","Core","L4 Ctxn3","0"
"1169","S06051438","Transition","L4 Arf5","L4 Scnn1a"
"1170","S06051439","Core","L4 Arf5","0"
"1171","S06051440","Transition","L4 Scnn1a","L4 Ctxn3"
"1172","S06061401m","Core","Oligo Opalin","0"
"1173","S06061402m","Core","Micro Ctss","0"
"1174","S06061403m","Core","Oligo Opalin","0"
"1175","S06061404m","Core","Micro Ctss","0"
"1176","S06061405m","Core","OPC Pdgfra","0"
"1177","S06061406m","Core","Oligo Opalin","0"
"1178","S06061407m","Core","Oligo 9630013A20Rik ","0"
"1179","S06061408m","Core","Micro Ctss","0"
"1180","S06061409m","Core","OPC Pdgfra","0"
"1181","S06061410m","Core","Oligo Opalin","0"
"1182","S06061411m","Core","OPC Pdgfra","0"
"1183","S06061412m","Core","Micro Ctss","0"
"1184","S06061413m","Core","Oligo Opalin","0"
"1185","S06061414m","Core","Oligo Opalin","0"
"1186","S06061416m","Core","Oligo Opalin","0"
"1187","S06061417m","Core","Micro Ctss","0"
"1188","S06061418m","Core","OPC Pdgfra","0"
"1189","S06061419m","Core","Oligo Opalin","0"
"1190","S06061420m","Core","Oligo Opalin","0"
"1191","S06061421m","Transition","L5 Ucma","L5a Batf3"
"1192","S06061422m","Core","Micro Ctss","0"
"1193","S06061423m","Core","Oligo Opalin","0"
"1194","S06061424m","Core","Oligo Opalin","0"
"1195","S08041403","Core","L5 Hsd11b1","0"
"1196","S08041404","Core","L5a Batf3","0"
"1197","S08041405","Core","L6a Mgp","0"
"1198","S08041406","Core","L6a Mgp","0"
"1199","S08041407","Transition","L5 Hsd11b1","L5a Tcerg1l"
"1200","S08041408","Core","L5a Tcerg1l","0"
"1201","S09121402","Transition","L4 Scnn1a","L4 Ctxn3"
"1202","S09121403","Transition","L4 Ctxn3","L4 Scnn1a"
"1203","S09121404","Transition","L4 Scnn1a","L4 Ctxn3"
"1204","S09121405","Transition","L4 Ctxn3","L4 Scnn1a"
"1205","S09121406","Transition","L4 Scnn1a","L4 Ctxn3"
"1206","S09121407","Transition","L4 Ctxn3","L4 Scnn1a"
"1207","S09121409","Core","L4 Arf5","0"
"1208","S09121410","Core","L4 Scnn1a","0"
"1209","S09121412","Core","L4 Scnn1a","0"
"1210","S09121413","Transition","L4 Ctxn3","L4 Arf5"
"1211","S09121414","Core","L4 Ctxn3","0"
"1212","S09121415","Transition","L4 Ctxn3","L4 Scnn1a"
"1213","S09121416","Core","L4 Ctxn3","0"
"1214","S09121417","Transition","L5 Hsd11b1","L4 Arf5"
"1215","S09121418","Transition","L5a Tcerg1l","L5a Batf3"
"1216","S09121420","Core","L4 Scnn1a","0"
"1217","S09121421","Core","L4 Scnn1a","0"
"1218","S09121422","Core","L4 Scnn1a","0"
"1219","S09121423","Transition","L5a Tcerg1l","L5a Batf3"
"1220","S09121424","Transition","L4 Scnn1a","L5 Hsd11b1"
"1221","S09121426","Core","L4 Ctxn3","0"
"1222","S09121427","Core","L4 Arf5","0"
"1223","S09121428","Core","L4 Arf5","0"
"1224","S09121429","Core","L4 Ctxn3","0"
"1225","S09121430","Core","L4 Ctxn3","0"
"1226","S09121431","Core","L4 Ctxn3","0"
"1227","S09121432","Core","L4 Ctxn3","0"
"1228","S13120925","Core","L4 Scnn1a","0"
"1229","S13120926","Core","L5 Hsd11b1","0"
"1230","S13120927","Transition","L4 Scnn1a","L4 Ctxn3"
"1231","S13120928","Core","L5 Hsd11b1","0"
"1232","S13120929","Core","L5 Hsd11b1","0"
"1233","S13120930","Core","L4 Scnn1a","0"
"1234","S13120931","Transition","L4 Scnn1a","L4 Arf5"
"1235","S13120932","Core","L4 Scnn1a","0"
"1236","Sc01151501","Core","L6a Mgp","0"
"1237","Sc01151502","Core","L2/3 Ptgs2","0"
"1238","Sc01151503","Core","L6a Mgp","0"
"1239","Sc01151504","Core","L2 Ngb","0"
"1240","Sc01151505","Transition","L6a Car12","L6a Syt17"
"1241","Sc01151506","Transition","L6a Car12","L6a Syt17"
"1242","Sc01151507","Core","L2/3 Ptgs2","0"
"1243","Sc01151508","Core","L6a Car12","0"
"1244","Sc01151509","Core","L6a Car12","0"
"1245","Sc01151510","Transition","L2 Ngb","L2/3 Ptgs2"
"1246","Sc01151511","Core","L6a Sla","0"
"1247","Sc01151512","Core","L2/3 Ptgs2","0"
"1248","Sc01151513","Transition","L4 Ctxn3","L4 Scnn1a"
"1249","Sc01151514","Core","L2 Ngb","0"
"1250","Sc01151515","Core","L2/3 Ptgs2","0"
"1251","Sc01151516","Core","L6a Mgp","0"
"1252","Sc01151517","Core","L2/3 Ptgs2","0"
"1253","Sc01151518","Core","L4 Ctxn3","0"
"1254","Sc01151519","Core","L2/3 Ptgs2","0"
"1255","Sc01151520","Core","L5a Tcerg1l","0"
"1256","Sc01151522","Core","L2/3 Ptgs2","0"
"1257","Sc01151523","Core","L2/3 Ptgs2","0"
"1258","Sc01151524","Transition","L6a Sla","L5a Batf3"
"1259","Sc01151525","Core","L6a Mgp","0"
